artists,Track_Count,Avg_Pop,Max_Pop,Avg_Energy,Avg_Dance
Surf Curse,20,35.0,86,0.78,0.47
Bogdan Raczynski,20,15.05,47,0.7,0.55
Brian Crain,20,26.6,52,0.12,0.33
Die Draufgänger,20,18.9,39,0.82,0.76
Royal Blood,20,29.8,67,0.79,0.62
Hans Zimmer;Adam Lukas;James Everingham;AURORA,20,32.85,57,0.19,0.14
wavcrush,20,19.2,48,0.38,0.7
Gabriela Rocha,20,40.4,45,0.61,0.41
Attaque 77,20,37.4,44,0.85,0.43
Grupo Niche,20,27.9,42,0.82,0.68
Lawineboys,20,24.6,35,0.94,0.69
Weekend Nachos,20,16.95,27,0.94,0.25
Hooverphonic,20,31.75,61,0.69,0.49
Zé Vaqueiro,20,45.9,52,0.85,0.7
Mumuzinho,20,45.05,65,0.78,0.57
Ollie,20,44.6,54,0.42,0.79
Ingrid Andress,20,3.6,68,0.26,0.44
Hozho,20,38.2,51,0.66,0.75
"Original (German) Cast of ""Tanz Der Vampire""",20,24.3,28,0.36,0.41
Kotiteollisuus,20,21.95,33,0.85,0.47
Tatiana,20,24.45,37,0.76,0.69
Mark Farina,20,14.75,48,0.64,0.82
Cradle Of Filth,20,29.35,54,0.95,0.43
Eduardo Costa,20,46.25,52,0.59,0.6
Fluke,20,21.75,46,0.72,0.58
Unha Pintada,20,41.9,49,0.68,0.74
Alkaline,20,21.85,43,0.8,0.65
Omah Lay,20,53.0,69,0.58,0.72
Krewella,20,43.3,55,0.79,0.58
Vance Joy,19,36.95,82,0.76,0.55
Project AER;v i v,19,9.21,46,0.17,0.64
Christopher Titus,19,22.42,27,0.8,0.59
Impetigo,19,14.84,21,0.95,0.25
Kenny Larkin,19,9.68,30,0.7,0.7
Los Pericos,19,35.84,42,0.75,0.69
Crazy Ken Band,19,24.21,32,0.8,0.64
Audio Bullys,19,18.89,48,0.77,0.7
Sakurako Ohara,19,20.0,24,0.87,0.57
No.1,19,43.0,51,0.67,0.65
King,19,61.84,81,0.63,0.73
Creed,19,55.16,72,0.79,0.41
Grupo Fundo De Quintal,19,38.37,46,0.78,0.56
Hozier,19,62.53,83,0.48,0.46
The Gathering,19,22.68,28,0.62,0.43
Mushroomhead,19,25.79,61,0.88,0.45
From The Vastland,19,1.37,6,0.86,0.28
NTO,19,44.37,59,0.53,0.73
Broilers,19,34.74,43,0.9,0.5
Screeching Weasel,19,24.58,32,0.94,0.37
Rotting Christ,19,25.0,46,0.88,0.4
Smartface,19,18.11,40,0.53,0.73
Keane,19,40.05,85,0.7,0.47
Los Hermanos,19,41.89,49,0.65,0.52
Raimundos,19,37.53,46,0.91,0.52
Jor'dan Armstrong,19,20.63,27,0.64,0.65
Hybrid,19,16.42,37,0.75,0.55
Adolescent's Orquesta,19,34.95,77,0.74,0.71
Iguinho e Lulinha,19,46.21,56,0.85,0.58
Lordi,19,23.47,55,0.9,0.51
Djavan,19,41.89,49,0.56,0.53
Ellie Goulding,19,37.79,79,0.66,0.5
Alexander Vertinsky,19,6.42,28,0.14,0.48
The Sleep Diaries,19,19.32,22,0.02,0.39
Dj Promo,19,23.32,37,0.63,0.66
Plan 4,19,23.16,31,0.92,0.45
Porta,19,27.84,35,0.84,0.68
Portishead,19,46.32,71,0.46,0.55
Ritviz,19,52.63,68,0.6,0.63
Porya Hatami,19,10.68,33,0.2,0.22
Kvatro,19,7.21,18,0.45,0.43
Rik Gaynor,19,12.32,22,0.84,0.69
Eric Chou,19,57.42,67,0.48,0.49
Jota Quest,19,44.63,54,0.68,0.63
Najim Arshad,19,29.95,55,0.47,0.65
Celldweller,19,32.68,55,0.83,0.46
Skillet,19,45.0,77,0.94,0.53
Roots Manuva,19,21.89,51,0.71,0.67
Stonewall Jackson,19,14.95,49,0.41,0.61
The Jamborees,18,12.56,39,0.38,0.8
Omar Apollo,18,5.83,88,0.39,0.71
DeadSquad,18,25.5,33,0.96,0.36
S3RL,18,31.11,58,0.95,0.5
Gesaffelstein,18,39.89,59,0.72,0.65
Kevi Jonny,18,40.78,49,0.68,0.7
Raghu Dixit,18,41.44,52,0.57,0.59
Alka Yagnik;Udit Narayan,18,51.22,63,0.69,0.55
Jorge & Mateus,18,45.89,49,0.77,0.53
The Growlers,18,40.17,62,0.73,0.47
Pantera,18,53.94,74,0.84,0.38
LiSA,18,58.0,74,0.88,0.48
Roberto Carlos,18,41.56,44,0.47,0.49
Mike Oldfield,18,23.89,69,0.35,0.41
Upon A Burning Body,18,29.11,58,0.97,0.43
Ichika Nito,18,44.61,55,0.29,0.56
Shawn Mendes,18,31.67,86,0.75,0.64
Los Antiguos,18,25.28,35,0.93,0.29
Jerry Rivera,18,30.89,38,0.68,0.72
"Nikolai Erdenko;Ансамбль ""Джанг""",18,0.0,0,0.28,0.48
Rygin King,18,23.44,30,0.63,0.73
Los Cafres,18,35.94,40,0.61,0.71
Aries,18,55.67,65,0.63,0.65
Amon Amarth,18,42.17,63,0.96,0.39
Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner,18,14.33,61,0.11,0.48
Limahl,18,6.78,66,0.59,0.72
Grateful Dead,18,33.06,63,0.55,0.58
Little Apple Band,18,14.83,32,0.61,0.75
Natalia Jiménez,18,34.67,72,0.68,0.58
Otis Redding,18,4.28,76,0.38,0.7
Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,18,22.61,28,0.17,0.27
Ryuji Imaichi,18,22.89,30,0.66,0.57
Therion,18,20.78,26,0.77,0.45
Toxic Holocaust,18,20.61,23,0.98,0.32
Elena Kamburova,18,13.67,32,0.18,0.37
Bad Omens,18,59.72,71,0.86,0.45
Imelda May,18,23.17,27,0.69,0.59
Apollo 440,18,24.83,54,0.91,0.51
Billo's,18,24.33,41,0.54,0.67
The Cranberries,18,4.94,82,0.71,0.26
Pritam;KK,18,52.94,70,0.74,0.51
BiSH,18,26.11,47,0.89,0.43
Oingo Boingo,18,10.67,24,0.82,0.6
FACE,18,52.89,58,0.65,0.77
Pink Guy,18,45.5,64,0.55,0.78
Kyary Pamyu Pamyu,18,30.06,55,0.95,0.59
Samuca e a Selva,18,22.5,36,0.67,0.73
Alexandre Desplat,18,21.94,61,0.18,0.27
Mokhov,18,12.56,36,0.7,0.61
Busy Signal,18,28.5,51,0.69,0.77
Il Divo,18,26.39,58,0.41,0.28
Ado,18,58.22,77,0.82,0.55
Off With Their Heads,18,26.28,35,0.92,0.43
Tiësto;Charli XCX,18,8.56,84,0.85,0.75
Banda Cuisillos,18,45.28,56,0.62,0.59
Siouxsie and the Banshees,18,20.94,64,0.87,0.43
Månegarm,17,18.65,23,0.8,0.37
Cole Swindell,17,5.0,82,0.87,0.58
Lulu Santos,17,37.41,48,0.62,0.67
Frank Ocean,17,74.71,85,0.43,0.62
Popcaan,17,23.0,56,0.67,0.63
Dinosaur Jr.,17,25.76,59,0.92,0.28
Tubeway Army,17,3.41,58,0.74,0.62
Mia Julia,17,20.06,36,0.91,0.64
João Gilberto,17,26.18,58,0.22,0.58
Osvaldo Pugliese,17,17.41,21,0.27,0.56
Ed Solo;Deekline,17,13.47,22,0.94,0.63
Jubin Nautiyal,17,53.53,66,0.56,0.48
Die Flippers,17,29.06,39,0.72,0.64
Pal Joey,17,9.53,32,0.65,0.79
Limão Com Mel,17,40.18,47,0.74,0.58
≠ME,17,30.0,36,0.9,0.53
Tom Petty and the Heartbreakers,17,0.0,0,0.82,0.46
Jhayco;Bad Bunny,17,5.12,82,0.61,0.81
JJ Heller,17,49.06,57,0.27,0.5
Humberto & Ronaldo,17,43.76,57,0.74,0.61
Lauv,17,63.12,83,0.49,0.65
CHVRCHES,17,40.47,51,0.76,0.53
Zara Larsson,17,60.59,78,0.64,0.63
The Cars,17,42.29,71,0.66,0.62
Cassiane,17,40.41,51,0.58,0.48
Sara Kays,17,18.18,76,0.51,0.62
Moonspell,17,19.59,24,0.87,0.4
Idina Menzel,17,13.65,75,0.57,0.55
Владимир Бунчиков,17,0.06,1,0.43,0.49
Our Last Night,17,54.35,62,0.9,0.48
Nina Simone,17,20.24,73,0.38,0.46
Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien,17,10.18,18,0.11,0.41
The Smashing Pumpkins,17,44.0,75,0.62,0.42
(Hed) P.E.,17,24.41,28,0.86,0.61
Static-X,17,25.59,64,0.98,0.58
Slayer,17,54.94,73,0.97,0.33
3 Doors Down,17,45.82,80,0.74,0.54
Clannad,17,23.41,28,0.37,0.47
Vitor Fernandes,17,43.24,54,0.79,0.61
alva noto;Ryuichi Sakamoto,17,15.29,41,0.15,0.36
Melanie Martinez,17,31.65,80,0.64,0.6
MC Hariel,17,45.47,55,0.6,0.75
fenekot,17,47.29,58,0.41,0.62
Carlos Lombardi;Los Românticos De La Noche,17,18.35,22,0.31,0.47
TWICE,17,72.47,86,0.87,0.7
Ultraje a Rigor,17,38.82,45,0.9,0.49
Cheap Trick,17,33.29,69,0.85,0.42
Ceephax Acid Crew,17,13.24,34,0.85,0.7
The Devil Makes Three,17,29.12,60,0.53,0.58
Armando,17,8.82,13,0.74,0.82
Ocoeur,17,10.65,37,0.34,0.39
Jonas Lundqvist,17,27.76,36,0.74,0.57
Charly Lownoise & Mental Theo,17,20.29,45,0.96,0.53
Leon Lai,17,20.12,25,0.53,0.61
Milionário & José Rico,17,48.12,58,0.53,0.55
Omah Lay;Justin Bieber,17,7.94,68,0.72,0.82
Anabantha,17,24.29,30,0.74,0.43
Mrs. GREEN APPLE,17,37.65,77,0.82,0.54
One True God,17,40.94,57,0.78,0.74
James Brown,16,0.19,3,0.59,0.64
Wage War,16,49.12,62,0.92,0.49
iamjakehill,16,58.69,75,0.67,0.69
Diljit Dosanjh,16,61.88,74,0.72,0.72
Zhanna Bichevskaya,16,7.12,11,0.34,0.41
Daniel Deluxe,16,37.81,51,0.71,0.59
Tito Rojas,16,29.0,34,0.66,0.68
NJ,16,31.25,48,0.72,0.81
Wolfgang Petry,16,26.69,31,0.83,0.68
Halsey,16,70.62,79,0.62,0.61
Transmetal,16,27.25,38,0.88,0.32
Play School,16,35.12,54,0.38,0.73
Ocean Waves For Sleep,16,34.12,44,0.34,0.13
aswekeepsearching,16,24.0,33,0.47,0.4
Léo Magalhães,16,43.19,48,0.76,0.61
Delano Smith,16,8.94,36,0.54,0.82
Spandau Ballet,16,40.0,69,0.61,0.65
Tiësto,16,31.69,82,0.75,0.73
Zé Ramalho,16,42.81,48,0.71,0.47
Mike Dunn,16,12.62,44,0.73,0.78
Motionless In White,16,61.44,72,0.94,0.45
Shane & Shane,16,46.81,53,0.42,0.48
BABYMETAL,16,45.56,59,0.96,0.44
Children Of Bodom,16,47.25,62,0.95,0.43
Electroqute,16,0.69,6,0.85,0.44
Akatu,16,41.38,54,0.67,0.58
Zeki Müren,16,36.31,46,0.51,0.4
Caju Pra Baixo,16,40.81,57,0.81,0.54
Powfu,16,48.25,57,0.41,0.67
Jamie Miller,16,21.38,78,0.58,0.58
Jeff Foxworthy,16,23.94,30,0.75,0.57
Pixote,16,46.44,57,0.78,0.53
Boards of Canada,16,50.0,59,0.51,0.55
Alan Tam,16,24.81,50,0.34,0.57
Gowry Lekshmi,16,34.62,56,0.5,0.55
Jesse Rice,16,23.56,32,0.7,0.59
Arlindo Cruz,16,41.5,51,0.71,0.52
Yasuharu Takanashi,16,48.19,56,0.58,0.33
LFO,16,16.5,40,0.79,0.62
Gabriel Brito,16,44.12,54,0.38,0.5
Michael Jackson,16,47.44,80,0.6,0.59
Estela Nuñez,16,33.62,45,0.36,0.49
hope mona,16,20.25,47,0.35,0.7
Daddy Yankee;Bad Bunny,16,11.88,85,0.77,0.79
Sagopa Kajmer,16,38.5,42,0.64,0.69
Surra,16,26.25,34,0.99,0.34
Belo,16,46.69,52,0.72,0.47
Melorman,16,13.12,30,0.56,0.56
Eurythmics;Annie Lennox;Dave Stewart,16,39.25,82,0.74,0.63
Matogrosso & Mathias,16,46.12,52,0.7,0.48
Zack Tabudlo,16,61.81,75,0.47,0.63
Aviões do Forró,16,42.25,52,0.9,0.63
Los Auténticos Decadentes,16,36.75,44,0.82,0.58
Nas,16,61.69,72,0.79,0.68
Jason Derulo;Kodak Black,16,0.25,3,0.88,0.7
Ramin Djawadi,16,55.81,62,0.31,0.25
Jason Derulo,16,10.44,81,0.78,0.75
Dither,16,17.0,45,0.94,0.57
The Red Chord,16,14.81,23,0.92,0.33
Discordance Axis,16,13.38,17,0.95,0.28
Audioslave,16,54.06,78,0.75,0.44
Noel Toms,16,34.62,60,0.23,0.55
Max Richter,16,49.69,62,0.08,0.25
Guaco,16,31.12,36,0.8,0.73
Sumo,16,39.19,50,0.66,0.65
告五人,16,54.06,65,0.48,0.56
Matt Redman,16,47.88,66,0.67,0.42
Oliver Wallace,16,24.19,29,0.12,0.4
Maisie Peters,16,8.81,73,0.53,0.59
Billboard Baby Lullabies,16,20.88,25,0.25,0.46
Japãozin,16,41.69,49,0.82,0.71
Dan Cummins,16,24.31,26,0.68,0.58
D-Block & S-te-Fan,16,31.25,58,0.92,0.49
Michael Ray,16,0.0,0,0.63,0.65
Angband,16,0.06,1,0.87,0.44
Coti,16,23.31,69,0.85,0.55
Tito Nieves,16,15.19,35,0.79,0.65
Eddie Vedder,16,51.0,68,0.53,0.47
Jorge Muñiz,16,32.38,45,0.46,0.62
Iron Maiden,16,63.0,75,0.89,0.34
Jhayco,16,0.38,2,0.69,0.79
Collabro,16,23.12,47,0.22,0.27
Paul Elstak,16,21.88,58,0.9,0.55
Jóhann Jóhannsson,16,49.62,64,0.1,0.33
Bersuit Vergarabat,16,23.62,45,0.63,0.56
Sepultura,16,32.12,62,0.94,0.37
Desejo De Menina,16,39.81,49,0.76,0.55
V8,16,25.56,33,0.94,0.31
Bella Poarch,16,17.88,76,0.57,0.77
Amy Winehouse,16,67.69,81,0.54,0.6
Blake Shelton,16,0.69,3,0.72,0.66
Marco Antonio Muñiz,16,31.81,42,0.42,0.48
Barilari,15,23.0,34,0.76,0.48
"""Weird Al"" Yankovic",15,26.33,58,0.57,0.66
Alka Yagnik,15,46.4,56,0.66,0.47
Laura Sullivan,15,40.67,54,0.14,0.38
Have Fun Teaching,15,11.6,35,0.62,0.89
Leslie Cheung,15,33.8,52,0.41,0.55
Cristian,15,31.4,39,0.6,0.52
Solomun,15,35.73,55,0.61,0.77
Сергей Зыков,15,0.0,0,0.41,0.33
Roy Davis Jr.,15,9.73,32,0.64,0.79
Nando Reis,15,36.87,48,0.55,0.48
Kina Grannis,15,53.93,71,0.12,0.53
Hins Cheung,15,49.87,58,0.42,0.51
Last Days Of Humanity,15,12.53,16,0.94,0.26
Kraff Gad,15,24.67,34,0.6,0.8
31 Minutos,15,39.67,46,0.75,0.64
Travis Scott,15,74.93,84,0.62,0.71
Sajanka,15,33.93,53,0.85,0.59
Sirkazhi Govindarajan,15,34.73,47,0.58,0.42
Simple Minds,15,28.53,74,0.81,0.55
Horace Andy,15,27.8,30,0.5,0.71
Nasum,15,11.87,15,0.95,0.25
Electroforez,15,42.33,49,0.82,0.57
K-Hand,15,10.13,33,0.75,0.75
Sachin Warrier,15,36.33,60,0.42,0.63
Shogo Hamada,15,32.8,35,0.62,0.55
Ella Fitzgerald;Louis Armstrong,15,20.13,67,0.26,0.54
All Time Low,15,26.13,77,0.88,0.48
Exhumed,15,14.33,18,0.94,0.27
The Black Keys,15,53.6,73,0.7,0.53
Poshlaya Molly,15,51.2,56,0.76,0.57
Andrew Foy;Renee Foy,15,36.27,56,0.12,0.66
Passion;Kristian Stanfill,15,47.87,60,0.73,0.39
Mayday,15,51.67,59,0.55,0.47
Surfaces,15,18.47,77,0.57,0.76
Joe Arroyo,15,29.53,36,0.76,0.68
Marshmello,15,53.27,73,0.88,0.58
Oscar D'León,15,17.93,34,0.74,0.71
For Today,15,23.6,26,0.89,0.33
Will Ackerman,15,22.13,26,0.13,0.3
Asking Alexandria,15,53.4,64,0.92,0.4
The Crystal Method,15,28.4,50,0.88,0.59
Arch Enemy,15,51.8,60,0.96,0.3
Ekin Cheng,15,24.67,52,0.45,0.51
Within Temptation,15,48.47,61,0.85,0.4
Nora En Pure,15,51.4,64,0.83,0.64
Air,15,50.53,61,0.6,0.53
Brian Eno,15,41.8,59,0.16,0.21
Reiki Armonía,15,24.67,27,0.37,0.15
Nora Van Elken,15,51.2,61,0.79,0.72
Wisin & Yandel,15,0.87,7,0.81,0.79
The Budos Band,15,25.33,52,0.74,0.52
Aimer,15,58.13,77,0.73,0.48
The 20 Belows,15,26.93,33,0.96,0.39
John Lindberg Trio,15,28.13,38,0.89,0.56
Paolo Nutini,15,31.8,69,0.51,0.59
CKY,15,23.53,32,0.87,0.43
Angelica Maria,15,32.2,42,0.46,0.54
Epica,15,28.67,54,0.78,0.45
Jimi Hendrix,15,62.47,77,0.73,0.41
Charlie Puth;Jung Kook,15,0.4,2,0.59,0.88
Railbenders,15,13.73,23,0.83,0.62
Peter Wackel,15,17.07,30,0.97,0.63
Z.TAO,15,33.6,47,0.6,0.6
Ralphi Rosario,15,13.8,38,0.75,0.8
Charli XCX;Rina Sawayama,15,0.0,0,0.94,0.79
Anuradha Paudwal,15,46.13,58,0.58,0.54
Los Estramboticos,15,39.67,47,0.83,0.63
Fiji Blue,15,56.67,67,0.55,0.74
André Rieu;Johann Strauss Orchestra,15,34.33,55,0.39,0.18
Maharajan,15,23.0,35,0.84,0.6
Carl Smith,15,15.67,31,0.35,0.61
Fireboy DML,15,53.87,67,0.66,0.67
Aerosmith,15,69.4,82,0.75,0.41
Estopa,14,55.36,66,0.77,0.64
Henry Jackman,14,36.71,51,0.37,0.35
SEVENTEEN,14,71.43,80,0.75,0.7
Xande De Pilares,14,38.14,47,0.76,0.59
Datassette,14,14.36,43,0.65,0.69
BigRicePiano,14,46.36,51,0.09,0.48
Skylar Grey,14,46.57,61,0.39,0.54
Creedence Clearwater Revival,14,17.93,84,0.73,0.58
David Tao,14,49.07,58,0.46,0.56
Fabrizio Paterlini,14,42.79,65,0.13,0.32
Micha von der Rampe,14,14.0,64,0.79,0.79
J Balvin;Maria Becerra,14,11.86,77,0.82,0.9
KMFDM,14,25.21,48,0.95,0.51
David Guetta;Becky Hill;Ella Henderson,14,6.5,85,0.71,0.6
The Goo Goo Dolls,14,6.71,83,0.78,0.44
The Tony Danza Tapdance Extravaganza,14,14.07,19,0.95,0.31
Punch Brothers,14,22.14,29,0.35,0.57
Louis Armstrong,14,23.29,73,0.25,0.45
夜光性アミューズ,14,24.71,32,0.92,0.6
Burna Boy;Ed Sheeran,14,6.07,83,0.48,0.87
Eterna Inocencia,14,32.93,37,0.9,0.41
Darkthrone,14,22.5,48,0.96,0.2
Los Tukas,14,32.57,37,0.51,0.52
J Balvin;Bad Bunny,14,13.07,88,0.69,0.72
Worakls,14,47.36,60,0.48,0.68
Big Jay Oakerson,14,22.64,27,0.84,0.46
25th Annual Putnam County Spelling Bee Original Cast,14,29.36,34,0.33,0.53
The Drifters,14,21.36,68,0.34,0.62
Mudvayne,14,40.14,69,0.95,0.46
Jaymes Young,14,6.29,85,0.56,0.57
Annie Lennox,14,5.14,65,0.27,0.42
Madeline The Person,14,5.14,72,0.44,0.57
Peter Cat Recording Co.,14,42.36,55,0.44,0.53
Seringai,14,33.86,42,0.91,0.53
Disfear,14,17.43,31,0.99,0.21
Job Kurian,14,32.21,53,0.49,0.54
Anne-Marie,14,27.57,82,0.71,0.64
Jhayco;Anuel AA,14,5.93,77,0.84,0.76
Kite,14,24.93,28,0.78,0.42
Valentín Elizalde,14,41.29,50,0.49,0.63
Eisregen,14,21.5,29,0.9,0.4
Finntroll,14,23.79,28,0.94,0.38
Bassnectar,14,26.14,47,0.84,0.59
Terence Lam,14,52.0,59,0.46,0.55
dhruv,14,56.36,83,0.48,0.61
Jacob's Piano,14,43.71,55,0.13,0.34
Os Paralamas Do Sucesso,14,43.43,51,0.7,0.63
Serkan Kaya,14,24.93,33,0.77,0.57
Hugh Masekela,14,5.14,19,0.69,0.68
Elephant Man,14,19.29,26,0.78,0.67
Andrea Bocelli;Matteo Bocelli;Virginia Bocelli,14,5.93,48,0.27,0.33
Kyoko Koizumi,14,29.57,42,0.75,0.66
Megadeth,14,42.43,74,0.94,0.4
Lund,14,51.71,72,0.45,0.75
Moderat,14,48.36,62,0.65,0.57
Cage The Elephant,14,65.07,79,0.68,0.52
Prabh Deep,14,30.71,44,0.57,0.69
Tobee,14,15.5,36,0.98,0.65
Beyond,14,42.86,60,0.6,0.51
Dilsinho;Sorriso Maroto,14,44.71,53,0.81,0.51
Beddy Rays,14,30.57,37,0.88,0.33
Iron Lung,14,14.36,18,0.93,0.25
The Weeknd,14,33.21,91,0.7,0.58
Korsakoff,14,20.71,29,0.91,0.46
Joe Satriani,14,43.36,55,0.72,0.49
Joe Jackson,14,22.79,58,0.63,0.61
Shapeshifter,14,19.71,27,0.81,0.45
Karunesh,14,37.93,49,0.44,0.45
Andrew Belle,14,56.07,65,0.57,0.52
Lana Del Rey,14,2.0,7,0.36,0.46
Masked Intruder,14,22.5,29,0.86,0.44
Internal Rot,14,13.93,20,0.97,0.17
KAROL G;Maldy,14,9.14,90,0.86,0.63
The Magnetic Fields,14,34.86,57,0.6,0.5
Soweto,14,40.64,47,0.65,0.49
Cesária Evora,14,26.43,59,0.47,0.62
Idlefon,14,0.43,2,0.48,0.39
Rend Collective,14,47.71,61,0.73,0.53
WAAX,14,28.07,31,0.78,0.48
Brian Regan,14,24.79,27,0.91,0.55
The Laurie Berkner Band,14,4.57,32,0.38,0.71
twocolors,14,5.43,72,0.78,0.71
Raul Seixas,14,43.93,50,0.7,0.53
Motive,14,41.43,46,0.68,0.72
Hayley Kiyoko,14,0.0,0,0.64,0.73
alva noto,14,11.86,16,0.34,0.46
Falling In Reverse,14,64.14,75,0.89,0.47
Blackburri,14,32.14,46,0.26,0.66
Akcent,14,33.86,49,0.78,0.72
Nat King Cole;John Legend,14,0.0,0,0.38,0.23
Claire Rosinkranz,14,23.86,71,0.56,0.69
Death Grips,14,51.14,59,0.91,0.48
The Jayhawks,14,24.07,51,0.62,0.53
Juan D'Arienzo,14,18.21,25,0.37,0.69
HANA,14,21.86,30,0.4,0.56
Shamanes Crew,14,32.57,43,0.76,0.67
Robert Haig Coxon,14,23.64,28,0.09,0.18
Traditional;Cappella Musicale di Santa Maria in Campitelli di Roma;Vincenzo Di Betta,14,0.0,0,0.04,0.27
Gustavo Mioto,14,46.71,52,0.7,0.62
Miguel Bosé,14,31.71,37,0.68,0.6
Clayton & Romário,14,47.29,56,0.78,0.53
Chaos Descent,14,0.0,0,0.84,0.44
Nat King Cole Trio,14,0.0,0,0.15,0.64
Tony Bennett;Lady Gaga,14,0.0,0,0.51,0.6
GReeeeN,14,33.93,39,0.81,0.58
Galy Galiano,14,31.21,36,0.52,0.65
HammerFall,14,35.57,63,0.81,0.46
yaeow,14,48.79,61,0.28,0.61
Florence + The Machine,14,5.43,66,0.67,0.49
BAND-MAID,14,41.57,52,0.97,0.45
Brock Ansiolitiko,14,30.71,34,0.72,0.62
We Came As Romans,14,50.07,62,0.88,0.48
Amaranthe,14,45.93,63,0.89,0.47
Midnight,14,18.93,23,0.97,0.2
voXXclub,14,23.14,34,0.85,0.65
Kevin Roldan,14,3.14,41,0.62,0.8
Kate Bush,13,46.62,90,0.42,0.56
Steve Miller Band,13,36.0,74,0.56,0.65
Ed Sheeran,13,27.38,88,0.55,0.62
White Zombie,13,17.15,69,0.92,0.56
Type O Negative,13,35.46,63,0.82,0.38
KISS,13,31.69,77,0.88,0.55
Colombo,13,11.62,18,0.82,0.76
Culture Club,13,34.85,75,0.61,0.65
Ozuna,13,65.15,75,0.64,0.82
War Angel,13,0.0,0,0.91,0.46
Mindi Dickstein;Jason Howland;'Little Women' Original Broadway Cast,13,25.77,28,0.31,0.48
Yusei,13,37.77,62,0.36,0.6
Macaroni Empitsu,13,37.31,56,0.75,0.6
Lionel Richie,13,43.38,72,0.58,0.64
Kari Jobe,13,41.15,57,0.48,0.42
NEIKED;Anne-Marie;Latto,13,5.62,73,0.85,0.63
That Girl Lay Lay,13,16.77,50,0.62,0.9
Catupecu Machu,13,30.54,49,0.77,0.57
Seafret,13,58.54,90,0.47,0.53
Siavash Amini,13,1.23,9,0.43,0.21
Александр Добронравов,13,1.31,12,0.65,0.47
Ben Howard,13,59.46,71,0.44,0.45
Stanton Warriors,13,16.69,40,0.86,0.71
Terrorizer,13,14.23,38,0.97,0.31
The Civil Wars,13,23.31,57,0.18,0.47
Mastruz Com Leite,13,42.15,49,0.86,0.58
Alireza Mashayekhi,13,0.15,1,0.25,0.25
Bastille,13,6.15,76,0.7,0.63
Kenny Chesney,13,0.0,0,0.64,0.64
Neophyte,13,19.08,26,0.9,0.59
Manjari,13,28.92,55,0.58,0.67
Manger Cadavre?,13,14.85,21,0.9,0.22
Eddie Noack,13,16.0,26,0.49,0.64
The Black Dog,13,12.0,16,0.47,0.47
George Lopez,13,21.15,23,0.81,0.43
Juanafé,13,30.15,46,0.71,0.67
DJ Icey,13,13.15,18,0.82,0.76
DJ Shadow,13,35.31,55,0.66,0.57
Eddie Meduza,13,38.54,43,0.74,0.69
Evanescence,13,17.62,82,0.92,0.34
Flört,13,32.54,49,0.65,0.62
Lil Tjay,13,69.0,81,0.55,0.69
The Local Train,13,50.15,67,0.63,0.53
Phuture,13,13.23,32,0.75,0.76
His Hero Is Gone,13,20.69,25,0.83,0.22
Anitta,13,12.77,84,0.73,0.78
Pet Shop Boys,13,46.54,71,0.85,0.59
Newen Afrobeat,13,20.31,28,0.8,0.71
The Smiths,13,61.08,80,0.7,0.49
Jody Chiang,13,23.69,27,0.46,0.54
Gomer Edwin Evans,13,22.23,25,0.14,0.4
Oliver Tree,13,8.38,79,0.59,0.7
Cidade Verde Sounds,13,32.0,41,0.59,0.73
Baby Sleep Music;Baby Lullaby;Monarch Baby Lullaby Institute,13,33.23,36,0.0,0.17
Beast In Black,13,56.31,62,0.94,0.45
Derrick May,13,10.54,45,0.77,0.7
Kacey Musgraves;Lana Del Rey,13,0.0,0,0.18,0.47
Alcest,13,40.08,49,0.63,0.35
De-Phazz,13,19.92,26,0.69,0.63
QUEEN BEE,13,36.54,59,0.79,0.58
Louis Armstrong;The Commanders,13,0.08,1,0.51,0.62
Seth Troxler,13,10.46,32,0.63,0.75
The Monkees,13,28.46,74,0.71,0.58
Saleem,13,21.23,24,0.82,0.68
Melissa Horn,13,37.15,42,0.31,0.53
K. G. Markose,13,26.38,40,0.59,0.72
Tony Anderson,13,45.85,54,0.17,0.31
D’MASIV,13,33.62,65,0.59,0.5
Sajjan Raj Vaidya,13,47.62,54,0.31,0.51
Parkway Drive,13,59.08,62,0.9,0.46
Kacey Musgraves;Camila Cabello,13,0.15,2,0.6,0.74
Faith Hill,13,5.23,67,0.42,0.48
Headhunterz,13,33.08,58,0.88,0.54
NX Zero,13,38.85,48,0.8,0.59
Despise You,13,17.0,28,0.88,0.26
Nikolay Erdenko,13,0.15,1,0.33,0.4
Miasmatic Necrosis,13,13.69,18,0.93,0.3
Jonah Baker,13,46.62,56,0.18,0.52
Los Enanitos Verdes,13,25.92,42,0.74,0.59
JVKE,13,56.23,81,0.53,0.49
Mother Goose Club,13,48.69,57,0.48,0.82
Guayacán Orquesta,13,31.46,39,0.71,0.75
Ralphie May,13,22.77,27,0.7,0.51
The Minds Of 99,13,39.0,44,0.83,0.52
Instrumental Worship Project from I’m In Records,13,36.31,38,0.09,0.58
Anuradha Paudwal;Kumar Sanu,13,50.69,58,0.6,0.47
Sly Withers,13,31.54,42,0.83,0.44
Winds of Plague,13,21.31,26,0.93,0.35
Jackie Mittoo,13,23.62,40,0.54,0.72
